+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                            ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_20                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_19                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_18                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_17                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_16                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_15                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_121                                                                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_14                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_13                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_12                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_11                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_10                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_9                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_8                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_7                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_6                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_5                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_4                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_3                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_2                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_0                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_1                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs|instance_gen_grant_carry_120                                                                                                   ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc|inputArbs                                                                                                                                ; 74    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|routerAlloc                                                                                                                                          ; 69    ; 3              ; 0            ; 3              ; 64     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|outPortFIFOs_7                                                                                                                                       ; 8     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|outPortFIFOs_6                                                                                                                                       ; 8     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|outPortFIFOs_5                                                                                                                                       ; 8     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|outPortFIFOs_4                                                                                                                                       ; 8     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|outPortFIFOs_3                                                                                                                                       ; 8     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|outPortFIFOs_2                                                                                                                                       ; 8     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|outPortFIFOs_1                                                                                                                                       ; 8     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|outPortFIFOs                                                                                                                                         ; 8     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_7|inputQueue_ifc_mf_ifc_fifoMem                                                                                                          ; 40    ; 0              ; 1            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_7                                                                                                                                        ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_6|inputQueue_ifc_mf_ifc_fifoMem                                                                                                          ; 40    ; 0              ; 1            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_6                                                                                                                                        ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_5|inputQueue_ifc_mf_ifc_fifoMem                                                                                                          ; 40    ; 0              ; 1            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_5                                                                                                                                        ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_4|inputQueue_ifc_mf_ifc_fifoMem                                                                                                          ; 40    ; 0              ; 1            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_4                                                                                                                                        ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_3|inputQueue_ifc_mf_ifc_fifoMem                                                                                                          ; 40    ; 0              ; 1            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_3                                                                                                                                        ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_2|inputQueue_ifc_mf_ifc_fifoMem                                                                                                          ; 40    ; 0              ; 1            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_2                                                                                                                                        ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_1|inputQueue_ifc_mf_ifc_fifoMem                                                                                                          ; 40    ; 0              ; 1            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers_1                                                                                                                                        ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers|inputQueue_ifc_mf_ifc_fifoMem                                                                                                            ; 40    ; 0              ; 1            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2|flitBuffers                                                                                                                                          ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_2                                                                                                                                                      ; 330   ; 216            ; 5            ; 216            ; 102    ; 216             ; 216           ; 216             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|instance_outport_encoder_6                                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|instance_outport_encoder_7                                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|instance_outport_encoder_5                                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|instance_outport_encoder_4                                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|instance_outport_encoder_3                                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|instance_outport_encoder_2                                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|instance_outport_encoder_1                                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|instance_outport_encoder_0                                                                                                                           ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_119                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_118                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_117                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_116                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_115                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_114                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_113                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_112                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_111                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_110                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_109                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_108                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_107                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_106                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_105                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_127                                                                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_104                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_103                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_102                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_101                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_100                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_99                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_98                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_97                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_96                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_95                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_94                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_93                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_92                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_91                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_90                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_126                                                                                                  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_89                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_88                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_87                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_86                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_85                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_84                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_83                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_82                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; lvds_echo_fpga12_4bit_0|F1|T1|noc|net_routers_router_core_1|routerAlloc|outputArbs|instance_gen_grant_carry_81                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
